frameno,ant_id,x,y,next_x,next_y,speed,angle,cos(angle)
349,22,868.087,423.352,868.087,423.352,0.0,,
349,23,765.722,139.683,770.352,141.997,5.176050231595522,0.46347480789660306,0.8945044566487512
349,24,1004.1300000000001,124.637,1002.97,125.79499999999999,1.6390741288911128,-0.7845353508418841,0.7077166185185657
349,25,919.747,260.339,919.747,260.339,0.0,,
349,26,903.444,-7.297499999999999,903.444,-7.297499999999999,0.0,,
349,29,777.296,180.189,776.138,180.189,1.1580000000000155,0.0,1.0
349,42,840.536,42.221999999999994,842.832,42.221999999999994,2.296000000000049,0.0,1.0
349,48,136.823,67.4776,139.119,67.4776,2.2959999999999923,0.0,1.0
350,4,320.5,356.769,319.352,356.769,1.1480000000000246,0.0,1.0
350,21,786.581,6.634500000000003,781.989,12.374400000000001,7.350708537957402,-0.8960468861382442,0.6247016836932021
350,22,868.087,423.352,868.087,423.352,0.0,,
350,23,770.352,141.997,770.352,141.997,0.0,,
350,24,1002.97,125.79499999999999,1002.97,125.79499999999999,0.0,,
350,25,919.747,260.339,919.747,260.339,0.0,,
350,26,903.444,-7.297499999999999,903.444,-7.297499999999999,0.0,,
350,29,776.138,180.189,779.61,175.56,5.786400003456361,-0.9272606541968441,0.600027650685412
350,42,842.832,42.221999999999994,842.832,42.221999999999994,0.0,,
350,48,139.119,67.4776,139.119,67.4776,0.0,,
351,4,319.352,356.769,328.536,356.769,9.184000000000026,0.0,1.0
351,21,781.989,12.374400000000001,776.249,5.4864999999999995,8.966089806041435,0.8760509105358744,0.6401898847959725
351,22,868.087,423.352,868.087,423.352,0.0,,
351,23,770.352,141.997,773.824,146.627,5.787200013823595,0.92736433605514,0.5999447041240302
351,24,1002.97,125.79499999999999,1004.1300000000001,125.79499999999999,1.1600000000000819,0.0,1.0
351,25,919.747,260.339,919.747,260.339,0.0,,
351,26,903.444,-7.297499999999999,903.444,-7.297499999999999,0.0,,
351,29,779.61,175.56,778.453,176.717,1.636245091665706,-0.7853981633974361,0.7071067811865562
351,42,842.832,42.221999999999994,842.832,39.926,2.2959999999999923,-1.5707963267948966,6.123233995736766e-17
351,48,139.119,67.4776,142.563,74.365,7.7004814628697025,1.1071138721602638,0.4472447621108264
352,4,328.536,356.769,323.944,356.769,4.5919999999999845,0.0,1.0
352,21,776.249,5.4864999999999995,780.841,10.078499999999998,6.49406867841724,0.7853981633974498,0.7071067811865465
352,22,868.087,423.352,868.087,423.352,0.0,,
352,23,773.824,146.627,780.768,150.099,7.763628017879327,0.4636476090007996,0.8944271909999187
352,24,1004.1300000000001,125.79499999999999,1004.1300000000001,125.79499999999999,0.0,,
352,25,919.747,260.339,919.747,260.339,0.0,,
352,26,903.444,-7.297499999999999,903.444,-15.398700000000002,8.101200000000002,-1.5707963267948966,6.123233995736766e-17
352,29,778.453,176.717,776.138,179.032,3.2739043968936716,-0.7853981633974606,0.7071067811865388
352,42,842.832,39.926,845.128,39.926,2.296000000000049,0.0,1.0
352,48,142.563,74.365,147.155,77.809,5.740000000000012,0.6435011087932834,0.8000000000000006
353,4,323.944,356.769,323.944,356.769,0.0,,
353,21,780.841,10.078499999999998,772.805,5.4864999999999995,9.255471895046785,0.5191461142465198,0.8682431421244607
353,22,868.087,423.352,868.087,423.352,0.0,,
353,23,780.768,150.099,785.397,150.099,4.629000000000019,0.0,1.0
353,24,1004.1300000000001,125.79499999999999,1004.1300000000001,125.79499999999999,0.0,,
353,25,919.747,260.339,919.747,260.339,0.0,,
353,26,903.444,-15.398700000000002,903.444,-14.241399999999999,1.1573000000000029,1.5707963267948966,6.123233995736766e-17
353,29,776.138,179.032,774.981,179.032,1.157000000000039,0.0,1.0
353,42,845.128,39.926,853.164,36.4821,8.74286813408501,-0.4048812732015538,0.9191491712737535
353,48,147.155,77.809,149.451,75.513,3.247034339208615,-0.7853981633974483,0.7071067811865476
354,4,323.944,356.769,331.98,359.065,8.357566152894034,0.2782996590051104,0.9615239476408234
354,21,772.805,5.4864999999999995,772.805,4.3386,1.1479,-1.5707963267948966,6.123233995736766e-17
354,22,868.087,423.352,868.087,423.352,0.0,,
354,23,785.397,150.099,784.24,150.099,1.157000000000039,0.0,1.0
354,24,1004.1300000000001,125.79499999999999,1004.1300000000001,125.79499999999999,0.0,,
354,25,919.747,260.339,919.747,260.339,0.0,,
354,26,903.444,-14.241399999999999,904.601,-15.398700000000002,1.6364572374492703,-0.7855277922261583,0.7070151138220047
354,29,774.981,179.032,772.666,175.56,4.173009585419111,0.9827272604001714,0.5547554954315871
354,42,853.164,36.4821,857.756,30.742199999999997,7.3507085379574075,-0.8960468861382449,0.6247016836932016
354,48,149.451,75.513,157.487,78.957,8.742907525531763,0.40489178628508216,0.9191450300180584
355,4,331.98,359.065,333.128,361.361,2.5670060381697373,1.1071487177941004,0.4472135954999491
355,21,772.805,4.3386,768.213,3.1906000000000034,4.733325258209058,0.24497866312686414,0.9701425001453319
355,22,868.087,423.352,868.087,423.352,0.0,,
355,23,784.24,150.099,785.397,150.099,1.157000000000039,0.0,1.0
355,24,1004.1300000000001,125.79499999999999,1004.1300000000001,125.79499999999999,0.0,,
355,25,919.747,260.339,917.451,260.339,2.2959999999999354,0.0,1.0
355,26,904.601,-15.398700000000002,905.759,-15.398700000000002,1.1580000000000155,0.0,1.0
355,29,772.666,175.56,770.352,175.56,2.314000000000078,0.0,1.0
355,42,857.756,30.742199999999997,860.052,27.2982,4.139172864232683,-0.9827937232473186,0.5547001962252378
355,48,157.487,78.957,162.078,80.105,4.732355121923977,0.2450299136393261,0.9701300687961685
356,4,333.128,361.361,335.424,359.065,3.247034339208615,-0.7853981633974483,0.7071067811865476
356,21,768.213,3.1906000000000034,761.325,2.0426,6.9830113847822775,0.16514867741462919,0.9863939238321433
356,22,868.087,423.352,868.087,423.352,0.0,,
356,23,785.397,150.099,791.184,154.728,7.410601190186885,0.674677719109275,0.7809083030487546
356,24,1004.1300000000001,125.79499999999999,1004.1300000000001,125.79499999999999,0.0,,
356,25,917.451,260.339,917.451,260.339,0.0,,
356,26,905.759,-15.398700000000002,904.601,-20.028,4.771936974646669,1.325680435076551,0.242668754041069
356,29,770.352,175.56,770.352,175.56,0.0,,
356,42,860.052,27.2982,862.348,26.150199999999998,2.567006038169702,-0.4636476090008185,0.8944271909999103
356,48,162.078,80.105,159.783,82.401,3.2463273094375493,-0.7856159808629594,0.7069527442066962
357,4,335.424,359.065,335.424,359.065,0.0,,
357,21,761.325,2.0426,756.733,-0.2533999999999992,5.134012076339605,0.46364760900079743,0.8944271909999197
357,22,868.087,423.352,868.087,423.352,0.0,,
357,23,791.184,154.728,794.656,154.728,3.47199999999998,0.0,1.0
357,24,1004.1300000000001,125.79499999999999,1004.1300000000001,126.952,1.1570000000000107,1.5707963267948966,6.123233995736766e-17
357,25,917.451,260.339,917.451,260.339,0.0,,
357,26,904.601,-20.028,905.759,-17.7134,2.5881145956081677,1.1069068046110793,0.4474299561406798
357,29,770.352,175.56,770.352,175.56,0.0,,
357,42,862.348,26.150199999999998,864.643,29.5942,4.138618247676433,0.9829947686808747,0.5545329051039116
357,48,159.783,82.401,166.67,83.549,6.982024992793998,0.16517222344711746,0.9863900526148115
358,4,335.424,359.065,341.164,359.065,5.740000000000009,0.0,1.0
358,21,756.733,-0.2533999999999992,747.549,-0.2533999999999992,9.183999999999969,0.0,1.0
358,22,868.087,423.352,868.087,423.352,0.0,,
358,23,794.656,154.728,800.442,155.885,5.900546161161747,0.19736232290369873,0.9805871934507269
358,24,1004.1300000000001,126.952,1001.8199999999999,130.424,4.170237882903187,-0.9837248216746872,0.553925235169564
358,25,917.451,260.339,917.451,260.339,0.0,,
358,26,905.759,-17.7134,906.916,-14.241399999999999,3.6597039497751864,1.2491321804166935,0.31614579099249623
358,29,770.352,175.56,770.352,181.346,5.786000000000001,1.5707963267948966,6.123233995736766e-17
358,42,864.643,29.5942,863.496,29.5942,1.1470000000000482,0.0,1.0
358,48,166.67,83.549,171.262,82.401,4.7333252582090894,-0.24497866312686561,0.9701425001453315
359,4,341.164,359.065,334.276,359.065,6.887999999999977,0.0,1.0
359,21,747.549,-0.2533999999999992,749.845,-2.549299999999999,3.2469636293004918,-0.7853763859197085,0.7071221800210575
359,22,868.087,423.352,868.087,423.352,0.0,,
359,23,800.442,155.885,802.757,155.885,2.314999999999941,0.0,1.0
359,24,1001.8199999999999,130.424,997.19,130.424,4.629999999999882,0.0,1.0
359,25,917.451,260.339,917.451,260.339,0.0,,
359,26,906.916,-14.241399999999999,906.916,-15.398700000000002,1.1573000000000029,-1.5707963267948966,6.123233995736766e-17
359,29,770.352,181.346,770.352,181.346,0.0,,
359,42,863.496,29.5942,860.052,29.5942,3.44399999999996,0.0,1.0
359,48,171.262,82.401,178.15,82.401,6.888000000000005,0.0,1.0
360,4,334.276,359.065,336.572,356.769,3.247034339208615,-0.7853981633974483,0.7071067811865476
360,21,749.845,-2.549299999999999,747.549,-2.549299999999999,2.296000000000049,0.0,1.0
360,22,868.087,423.352,868.087,423.352,0.0,,
360,23,802.757,155.885,799.285,158.2,4.17300958541912,-0.5880690663947402,0.8320134255457904
360,24,997.19,130.424,998.3399999999999,130.424,1.1499999999998636,0.0,1.0
360,25,917.451,260.339,917.451,260.339,0.0,,
360,26,906.916,-15.398700000000002,902.287,-17.7134,5.175468779733887,0.46368217310424076,0.8944117329286708
360,29,770.352,181.346,773.824,180.189,3.659703949775157,-0.3216641463781976,0.9487106191235197
360,42,860.052,29.5942,862.348,27.2982,3.24703433920858,-0.7853981633974622,0.7071067811865377
360,48,178.15,82.401,182.742,83.549,4.733325258209062,0.24497866312686709,0.9701425001453312
361,4,336.572,356.769,336.572,356.769,0.0,,
361,21,747.549,-2.549299999999999,741.809,-3.6972999999999985,5.853674401604526,0.1973955598498804,0.9805806756909202
361,22,868.087,423.352,868.087,423.352,0.0,,
361,23,799.285,158.2,806.229,161.672,7.7636280178793395,0.4636476090008028,0.8944271909999173
361,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
361,25,917.451,260.339,917.451,260.339,0.0,,
361,26,902.287,-17.7134,901.129,-18.8707,1.6371644053057208,0.785095826776411,0.7073205331408198
361,29,773.824,180.189,770.352,180.189,3.47199999999998,0.0,1.0
361,42,862.348,27.2982,862.348,27.2982,0.0,,
361,48,182.742,83.549,187.334,84.697,4.733325258209086,0.2449786631268627,0.9701425001453322
362,4,336.572,356.769,337.72,356.769,1.1480000000000246,0.0,1.0
362,21,741.809,-3.6972999999999985,732.626,-4.845300000000002,9.254479618001213,0.12436839721657292,0.9922762142279526
362,22,868.087,423.352,868.087,423.352,0.0,,
362,23,806.229,161.672,809.701,162.829,3.659703949775157,0.3216641463781976,0.9487106191235197
362,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
362,25,917.451,260.339,917.451,260.339,0.0,,
362,26,901.129,-18.8707,899.972,-15.398700000000002,3.659703949775183,-1.2491321804166933,0.31614579099249646
362,29,770.352,180.189,768.037,180.189,2.314999999999941,0.0,1.0
362,42,862.348,27.2982,863.496,27.2982,1.1480000000000246,0.0,1.0
362,48,187.334,84.697,191.926,86.993,5.1340120763395,0.4636476090008061,0.8944271909999159
363,4,337.72,356.769,335.424,360.213,4.139172864232701,-0.9827937232473215,0.5547001962252354
363,21,732.626,-4.845300000000002,730.33,-8.289200000000001,4.13908965957488,0.9827803217450344,0.5547113468993455
363,22,868.087,423.352,868.087,423.352,0.0,,
363,23,809.701,162.829,810.858,162.829,1.1569999999999254,0.0,1.0
363,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
363,25,917.451,260.339,917.451,260.339,0.0,,
363,26,899.972,-15.398700000000002,901.129,-17.7134,2.587756767936292,-1.1072696911102293,0.44710539040449854
363,29,768.037,180.189,768.037,176.717,3.47199999999998,-1.5707963267948966,6.123233995736766e-17
363,42,863.496,27.2982,863.496,27.2982,0.0,,
363,48,191.926,86.993,193.074,85.845,1.6235171696043278,-0.785398163397436,0.7071067811865562
364,4,335.424,360.213,337.72,359.065,2.5670060381698137,-0.4636476090008061,0.8944271909999159
364,21,730.33,-8.289200000000001,730.33,-1.401299999999999,6.887900000000002,1.5707963267948966,6.123233995736766e-17
364,22,868.087,423.352,868.087,423.352,0.0,,
364,23,810.858,162.829,813.173,170.93,8.425284920998235,1.2924477576703144,0.2747681558199186
364,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
364,25,917.451,260.339,917.451,260.339,0.0,,
364,26,901.129,-17.7134,901.129,-20.028,2.3145999999999987,-1.5707963267948966,6.123233995736766e-17
364,29,768.037,176.717,769.194,180.189,3.65970394977513,1.249132180416721,0.31614579099247014
364,42,863.496,27.2982,865.791,15.818399999999997,11.706956608786095,-1.373481177036303,0.19603728592260022
364,48,193.074,85.845,194.222,82.401,3.630294753873301,-1.2490457723982558,0.31622776601683666
365,4,337.72,359.065,341.164,354.473,5.739999999999964,-0.9272952180016162,0.5999999999999969
365,21,730.33,-1.401299999999999,729.182,-2.549299999999999,1.6235171696043302,0.7853981633974375,0.7071067811865551
365,22,868.087,423.352,868.087,423.352,0.0,,
365,23,813.173,170.93,818.959,170.93,5.7859999999999445,0.0,1.0
365,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
365,25,917.451,260.339,917.451,260.339,0.0,,
365,26,901.129,-20.028,905.759,-20.028,4.6299999999999955,0.0,1.0
365,29,769.194,180.189,774.981,180.189,5.787000000000035,0.0,1.0
365,42,865.791,15.818399999999997,866.939,15.818399999999997,1.1479999999999109,0.0,1.0
365,48,194.222,82.401,204.554,82.401,10.331999999999994,0.0,1.0
366,4,341.164,354.473,338.868,356.769,3.247034339208615,-0.7853981633974483,0.7071067811865476
366,21,729.182,-2.549299999999999,737.217,-1.401299999999999,8.116595899759917,0.14191447833179496,0.9899470294237068
366,22,868.087,423.352,868.087,423.352,0.0,,
366,23,818.959,170.93,828.218,170.93,9.259000000000015,0.0,1.0
366,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
366,25,917.451,260.339,917.451,260.339,0.0,,
366,26,905.759,-20.028,904.601,-18.8707,1.6371644053057208,-0.785095826776411,0.7073205331408198
366,29,774.981,180.189,769.194,179.032,5.9015267516127015,0.19732909700270612,0.9805937079618643
366,42,866.939,15.818399999999997,865.791,12.374400000000001,3.630294753873267,1.2490457723982773,0.31622776601681624
366,48,204.554,82.401,206.85,82.401,2.2959999999999923,0.0,1.0
367,4,338.868,356.769,336.572,356.769,2.2959999999999923,0.0,1.0
367,21,737.217,-1.401299999999999,726.886,-5.993300000000001,11.30557495220833,0.4182602533131261,0.9137969580204368
367,22,868.087,423.352,868.087,423.352,0.0,,
367,23,828.218,170.93,823.589,179.032,9.331133103755363,-1.0517166753955531,0.4960812313498069
367,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
367,25,917.451,260.339,917.451,260.339,0.0,,
367,26,904.601,-18.8707,904.601,-18.8707,0.0,,
367,29,769.194,179.032,769.194,179.032,0.0,,
367,42,865.791,12.374400000000001,868.087,13.522399999999998,2.567006038169699,0.463647609000816,0.8944271909999114
367,48,206.85,82.401,218.33,82.401,11.480000000000018,0.0,1.0
368,4,336.572,356.769,341.164,354.473,5.1340120763395,-0.4636476090008061,0.8944271909999159
368,21,726.886,-5.993300000000001,725.738,-4.845300000000002,1.6235171696042499,-0.7853981633974869,0.7071067811865203
368,22,868.087,423.352,868.087,423.352,0.0,,
368,23,823.589,179.032,824.746,177.874,1.6369523511696555,-0.7858301288133843,0.7068012695502172
368,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
368,25,917.451,260.339,917.451,260.339,0.0,,
368,26,904.601,-18.8707,903.444,-18.8707,1.157000000000039,0.0,1.0
368,29,769.194,179.032,772.666,175.56,4.910149488559458,-0.7853981633974361,0.7071067811865562
368,42,868.087,13.522399999999998,868.087,13.522399999999998,0.0,,
368,48,218.33,82.401,225.21699999999998,82.401,6.886999999999972,0.0,1.0
369,4,341.164,354.473,340.016,356.769,2.5670060381697373,-1.1071487177941004,0.4472135954999491
369,21,725.738,-4.845300000000002,729.182,-3.6972999999999985,3.6302947538732626,0.3217505543966465,0.9486832980505124
369,22,868.087,423.352,868.087,423.352,0.0,,
369,23,824.746,177.874,824.746,179.032,1.1580000000000155,1.5707963267948966,6.123233995736766e-17
369,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
369,25,917.451,260.339,917.451,260.339,0.0,,
369,26,903.444,-18.8707,903.444,-18.8707,0.0,,
369,29,772.666,175.56,771.509,172.088,3.659703949775193,1.2491321804166942,0.3161457909924956
369,42,868.087,13.522399999999998,868.087,7.782499999999999,5.739899999999999,-1.5707963267948966,6.123233995736766e-17
369,48,225.21699999999998,82.401,229.80900000000003,86.993,6.494068678417281,0.7853981633974436,0.7071067811865508
370,4,340.016,356.769,350.348,356.769,10.331999999999994,0.0,1.0
370,21,729.182,-3.6972999999999985,725.738,-3.6972999999999985,3.44399999999996,0.0,1.0
370,22,868.087,423.352,868.087,423.352,0.0,,
370,23,824.746,179.032,827.061,182.504,4.173009585419151,0.982727260400145,0.5547554954316091
370,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
370,25,917.451,260.339,917.451,260.339,0.0,,
370,26,903.444,-18.8707,903.444,-20.028,1.1572999999999993,-1.5707963267948966,6.123233995736766e-17
370,29,771.509,172.088,769.194,170.93,2.5884723293866254,0.463820380249937,0.8943499119994943
370,42,868.087,7.782499999999999,870.383,6.634500000000003,2.5670060381698008,-0.4636476090007962,0.8944271909999203
370,48,229.80900000000003,86.993,229.80900000000003,85.845,1.1479999999999961,-1.5707963267948966,6.123233995736766e-17
371,4,350.348,356.769,356.087,352.177,7.350005782310622,-0.6748259346802679,0.7808157122559168
371,21,725.738,-3.6972999999999985,721.146,-5.993300000000001,5.134012076339606,0.4636476090007981,0.8944271909999195
371,22,868.087,423.352,868.087,423.352,0.0,,
371,23,827.061,182.504,823.589,182.504,3.47199999999998,0.0,1.0
371,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
371,25,917.451,260.339,917.451,260.339,0.0,,
371,26,903.444,-20.028,903.444,-20.028,0.0,,
371,29,769.194,170.93,763.408,163.986,9.038635516492498,0.8761147126374055,0.6401408696525513
371,42,870.383,6.634500000000003,866.939,6.634500000000003,3.4440000000000737,0.0,1.0
371,48,229.80900000000003,85.845,236.697,86.993,6.9830113847823325,0.16514867741462683,0.9863939238321437
372,4,356.087,352.177,353.791,352.177,2.2959999999999923,0.0,1.0
372,21,721.146,-5.993300000000001,716.554,-8.289200000000001,5.1339673557590775,0.46363018724626426,0.8944349821096669
372,22,868.087,423.352,868.087,423.352,0.0,,
372,23,823.589,182.504,824.746,188.29,5.900546161161681,1.3734340038912054,0.19608354352271337
372,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
372,25,917.451,260.339,917.451,260.339,0.0,,
372,26,903.444,-20.028,903.444,-20.028,0.0,,
372,29,763.408,163.986,759.936,160.514,4.910149488559358,0.7853981633974483,0.7071067811865476
372,42,866.939,6.634500000000003,868.087,2.0426,4.733228244021207,-1.325812539562184,0.2425405961460077
372,48,236.697,86.993,247.029,84.697,10.584037036972227,-0.21866894587394137,0.9761870601839528
373,4,353.791,352.177,353.791,348.733,3.444000000000017,-1.5707963267948966,6.123233995736766e-17
373,21,716.554,-8.289200000000001,710.814,-10.5852,6.182169198590419,0.38050637711236424,0.9284766908852595
373,22,868.087,423.352,868.087,423.352,0.0,,
373,23,824.746,188.29,825.903,198.706,10.480062261265438,1.4601707175112724,0.110400107476111
373,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
373,25,917.451,260.339,916.303,258.043,2.5670060381697626,1.1071487177940806,0.44721359549996675
373,26,903.444,-20.028,903.444,-20.028,0.0,,
373,29,759.936,160.514,758.778,159.357,1.6369523511697157,0.7849661979815491,0.7074121608808859
373,42,868.087,2.0426,871.531,3.1906000000000034,3.6302947538732626,0.3217505543966465,0.9486832980505124
373,48,247.029,84.697,247.029,83.549,1.1479999999999961,-1.5707963267948966,6.123233995736766e-17
374,4,353.791,348.733,356.087,348.733,2.2959999999999923,0.0,1.0
374,21,710.814,-10.5852,709.666,-10.5852,1.1479999999999109,0.0,1.0
374,22,868.087,423.352,868.087,423.352,0.0,,
374,23,825.903,198.706,827.061,195.234,3.6600202185233752,-1.2488729712940416,0.31639169481615786
374,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
374,25,916.303,258.043,916.303,258.043,0.0,,
374,26,903.444,-20.028,903.444,-20.028,0.0,,
374,29,758.778,159.357,756.464,154.728,5.175155746448579,1.1072351332795358,0.4471363014703342
374,42,871.531,3.1906000000000034,871.531,5.4864999999999995,2.295899999999996,1.5707963267948966,6.123233995736766e-17
374,48,247.029,83.549,255.065,84.697,8.117585848021566,0.14189705460416344,0.9899494936611666
375,4,356.087,348.733,351.496,352.177,5.739200031363272,-0.6436056529802482,0.7999372691161412
375,21,709.666,-10.5852,707.37,-2.549299999999999,8.357470000544438,-1.2924933806570962,0.2747242885526935
375,22,868.087,423.352,868.087,423.352,0.0,,
375,23,827.061,195.234,829.375,198.706,4.172454912877993,0.9829266666126762,0.5545895757574191
375,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
375,25,916.303,258.043,916.303,258.043,0.0,,
375,26,903.444,-20.028,903.444,-20.028,0.0,,
375,29,756.464,154.728,754.149,148.941,6.232864028678977,1.1902601567434594,0.3714183382387545
375,42,871.531,5.4864999999999995,877.271,5.4864999999999995,5.740000000000009,0.0,1.0
375,48,255.065,84.697,260.805,83.549,5.8536744016045255,-0.1973955598498798,0.9805806756909203
376,4,351.496,352.177,354.939,346.437,6.693418334453659,-1.0305049363906291,0.5143858979017588
376,21,707.37,-2.549299999999999,706.222,-2.549299999999999,1.1480000000000246,0.0,1.0
376,22,868.087,423.352,868.087,423.352,0.0,,
376,23,829.375,198.706,827.061,196.392,3.272490183331312,0.7853981633974544,0.7071067811865432
376,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
376,25,916.303,258.043,916.303,258.043,0.0,,
376,26,903.444,-20.028,903.444,-20.028,0.0,,
376,29,754.149,148.941,756.464,147.784,2.588025115797812,-0.4634748078965933,0.8945044566487557
376,42,877.271,5.4864999999999995,877.271,4.3386,1.1479,-1.5707963267948966,6.123233995736766e-17
376,48,260.805,83.549,267.693,83.549,6.887999999999977,0.0,1.0
377,4,354.939,346.437,356.087,342.993,3.6302947538733052,-1.2490457723982644,0.31622776601682845
377,21,706.222,-2.549299999999999,700.482,-2.549299999999999,5.740000000000009,0.0,1.0
377,22,868.087,423.352,868.087,423.352,0.0,,
377,23,827.061,196.392,829.375,196.392,2.3139999999999645,0.0,1.0
377,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
377,25,916.303,258.043,915.155,255.747,2.5670060381697626,1.1071487177940806,0.44721359549996675
377,26,903.444,-20.028,903.444,-20.028,0.0,,
377,29,756.464,147.784,744.891,150.099,11.802269019133657,-0.19742879348230283,0.980574157497861
377,42,877.271,4.3386,874.975,3.1906000000000034,2.567006038169699,0.463647609000816,0.8944271909999114
377,48,267.693,83.549,267.693,82.401,1.1480000000000103,-1.5707963267948966,6.123233995736766e-17
378,4,356.087,342.993,354.939,348.733,5.85367440160452,-1.3734007669450217,0.19611613513817833
378,21,700.482,-2.549299999999999,698.186,-0.2533999999999992,3.2469636293004114,-0.7853763859197332,0.7071221800210401
378,22,868.087,423.352,868.087,423.352,0.0,,
378,23,829.375,196.392,829.375,204.493,8.100999999999999,1.5707963267948966,6.123233995736766e-17
378,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
378,25,915.155,255.747,915.155,258.043,2.2959999999999923,1.5707963267948966,6.123233995736766e-17
378,26,903.444,-20.028,903.444,-20.028,0.0,,
378,29,744.891,150.099,742.576,146.627,4.173009585419088,0.9827272604001677,0.5547554954315902
378,42,874.975,3.1906000000000034,874.975,3.1906000000000034,0.0,,
378,48,267.693,82.401,267.693,82.401,0.0,,
379,4,354.939,348.733,353.791,351.029,2.5670060381697626,-1.1071487177940806,0.44721359549996675
379,21,698.186,-0.2533999999999992,702.778,-0.2533999999999992,4.5919999999999845,0.0,1.0
379,22,868.087,423.352,868.087,423.352,0.0,,
379,23,829.375,204.493,830.533,204.493,1.1580000000000155,0.0,1.0
379,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
379,25,915.155,258.043,915.155,258.043,0.0,,
379,26,903.444,-20.028,903.444,-20.028,0.0,,
379,29,742.576,146.627,748.363,150.099,6.748640826121973,0.5403940879557767,0.8575059999637684
379,42,874.975,3.1906000000000034,874.975,3.1906000000000034,0.0,,
379,48,267.693,82.401,275.729,82.401,8.036000000000001,0.0,1.0
380,4,353.791,351.029,352.643,351.029,1.1480000000000246,0.0,1.0
380,21,702.778,-0.2533999999999992,699.334,3.1906000000000034,4.870551508812993,-0.785398163397438,0.7071067811865549
380,22,868.087,423.352,868.087,423.352,0.0,,
380,23,830.533,204.493,829.375,203.335,1.637659305228046,0.7853981633974361,0.7071067811865562
380,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
380,25,915.155,258.043,915.155,258.043,0.0,,
380,26,903.444,-20.028,903.444,-20.028,0.0,,
380,29,748.363,150.099,750.677,147.784,3.273197366490421,-0.7856141927740905,0.7069540088507024
380,42,874.975,3.1906000000000034,874.975,3.1906000000000034,0.0,,
380,48,275.729,82.401,280.321,82.401,4.592000000000041,0.0,1.0
381,4,352.643,351.029,352.643,351.029,0.0,,
381,21,699.334,3.1906000000000034,697.038,2.0426,2.567006038169702,0.4636476090008185,0.8944271909999103
381,22,868.087,423.352,868.087,423.352,0.0,,
381,23,829.375,203.335,835.162,211.437,9.95649401144803,0.9505585163716231,0.5812286928858805
381,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
381,25,915.155,258.043,915.155,258.043,0.0,,
381,26,903.444,-20.028,902.287,-18.8707,1.6364572374491873,-0.7855277922262058,0.707015113821971
381,29,750.677,147.784,751.835,150.099,2.5884723293865872,1.10697594654494,0.4473681201276108
381,42,874.975,3.1906000000000034,874.975,3.1906000000000034,0.0,,
381,48,280.321,82.401,286.061,82.401,5.739999999999952,0.0,1.0
382,4,352.643,351.029,366.419,351.029,13.77600000000001,0.0,1.0
382,21,697.038,2.0426,694.742,4.3386,3.2470343392086605,-0.7853981633974375,0.7071067811865551
382,22,868.087,423.352,868.087,423.352,0.0,,
382,23,835.162,211.437,836.319,211.437,1.1569999999999254,0.0,1.0
382,24,998.3399999999999,130.424,998.3399999999999,130.424,0.0,,
382,25,915.155,258.043,915.155,258.043,0.0,,
382,26,902.287,-18.8707,902.287,-18.8707,0.0,,
382,29,751.835,150.099,751.835,148.941,1.157999999999987,-1.5707963267948966,6.123233995736766e-17
382,42,874.975,3.1906000000000034,874.975,3.1906000000000034,0.0,,
382,48,286.061,82.401,287.209,82.401,1.1480000000000246,0.0,1.0
383,4,366.419,351.029,366.419,351.029,0.0,,
383,21,694.742,4.3386,690.15,2.0426,5.134012076339503,0.46364760900080737,0.8944271909999153
383,22,868.087,423.352,868.087,423.352,0.0,,
383,23,836.319,211.437,838.634,213.751,3.2731973664904808,0.7851821340208,0.7072595205226488
383,24,998.3399999999999,130.424,1004.1300000000001,133.896,6.751213520545923,0.5401654739589047,0.8576235935035269
383,25,915.155,258.043,915.155,258.043,0.0,,
383,26,902.287,-18.8707,902.287,-18.8707,0.0,,
383,29,751.835,148.941,751.835,147.784,1.1570000000000107,-1.5707963267948966,6.123233995736766e-17
383,42,874.975,3.1906000000000034,878.419,2.0426,3.6302947538732626,-0.3217505543966465,0.9486832980505124
383,48,287.209,82.401,294.096,82.401,6.8870000000000005,0.0,1.0
