frameno,ant_id,x,y,next_x,next_y,speed,angle,cos(angle)
190,22,869.235,424.5,869.235,424.5,0.0,,
190,23,651.147,104.963,651.147,104.963,0.0,,
190,24,991.4,102.648,991.4,102.648,0.0,,
190,25,924.339,256.895,924.339,256.895,0.0,,
190,26,968.25,12.377000000000002,964.782,13.534399999999998,3.656035935271933,-0.32211383218438994,0.9485683569305545
190,29,793.498,199.863,793.498,199.863,0.0,,
190,42,770.509,271.818,770.509,271.818,0.0,,
190,48,278.025,20.4103,284.913,18.1143,7.26058950774663,-0.32175055439664063,0.9486832980505143
191,4,186.186,359.065,187.334,353.325,5.8536744016045255,-1.3734007669450168,0.19611613513818313
191,21,760.177,98.47300000000001,760.177,96.17699999999999,2.2960000000000207,-1.5707963267948966,6.123233995736766e-17
191,22,869.235,424.5,869.235,423.352,1.1480000000000246,-1.5707963267948966,6.123233995736766e-17
191,23,651.147,104.963,651.147,104.963,0.0,,
191,24,991.4,102.648,991.4,102.648,0.0,,
191,25,924.339,256.895,924.339,256.895,0.0,,
191,26,964.782,13.534399999999998,964.782,13.534399999999998,0.0,,
191,29,793.498,199.863,793.498,199.863,0.0,,
191,42,770.509,271.818,771.657,274.114,2.5670060381697626,1.1071487177940806,0.44721359549996675
191,48,284.913,18.1143,287.209,15.818399999999997,3.246963629300454,-0.7853763859197216,0.7071221800210483
192,4,187.334,353.325,195.37,360.213,10.584037036972257,0.7086262721276726,0.7592566023652951
192,21,760.177,96.17699999999999,759.029,98.47300000000001,2.567006038169788,-1.1071487177940855,0.44721359549996237
192,22,869.235,423.352,869.235,423.352,0.0,,
192,23,651.147,104.963,651.147,104.963,0.0,,
192,24,991.4,102.648,991.4,102.648,0.0,,
192,25,924.339,256.895,924.339,256.895,0.0,,
192,26,964.782,13.534399999999998,964.782,13.534399999999998,0.0,,
192,29,793.498,199.863,793.498,199.863,0.0,,
192,42,771.657,274.114,773.953,271.818,3.247034339208575,-0.7853981633974606,0.7071067811865388
192,48,287.209,15.818399999999997,294.096,13.522399999999998,7.2596408313359415,-0.32179411409518144,0.9486695223643224
193,4,195.37,360.213,196.518,359.065,1.6235171696043278,-0.7853981633974606,0.7071067811865388
193,21,759.029,98.47300000000001,754.437,98.47300000000001,4.5919999999999845,0.0,1.0
193,22,869.235,423.352,869.235,423.352,0.0,,
193,23,651.147,104.963,651.147,104.963,0.0,,
193,24,991.4,102.648,991.4,102.648,0.0,,
193,25,924.339,256.895,924.339,258.043,1.1480000000000246,1.5707963267948966,6.123233995736766e-17
193,26,964.782,13.534399999999998,964.782,13.534399999999998,0.0,,
193,29,793.498,199.863,793.498,199.863,0.0,,
193,42,773.953,271.818,772.805,271.818,1.1480000000000246,0.0,1.0
193,48,294.096,13.522399999999998,291.8,11.226500000000001,3.246963629300449,0.78537638591972,0.7071221800210494
194,4,196.518,359.065,195.37,359.065,1.1479999999999961,0.0,1.0
194,21,754.437,98.47300000000001,754.437,98.47300000000001,0.0,,
194,22,869.235,423.352,869.235,423.352,0.0,,
194,23,651.147,104.963,652.305,102.648,2.5884723293865366,-1.1069759465449793,0.44736812012757565
194,24,991.4,102.648,994.8699999999999,102.648,3.4699999999999136,0.0,1.0
194,25,924.339,258.043,924.339,258.043,0.0,,
194,26,964.782,13.534399999999998,964.782,13.534399999999998,0.0,,
194,29,793.498,199.863,793.498,199.863,0.0,,
194,42,772.805,271.818,772.805,271.818,0.0,,
194,48,291.8,11.226500000000001,295.244,7.782499999999999,4.8705515088129525,-0.7853981633974463,0.7071067811865489
195,4,195.37,359.065,193.074,361.361,3.247034339208615,-0.7853981633974483,0.7071067811865476
195,21,754.437,98.47300000000001,750.993,96.17699999999999,4.139172864232638,0.588002603547577,0.8320502943378384
195,22,869.235,423.352,869.235,423.352,0.0,,
195,23,652.305,102.648,651.147,100.334,2.587578018147422,1.10680305586527,0.44752273820480687
195,24,994.8699999999999,102.648,994.8699999999999,102.648,0.0,,
195,25,924.339,258.043,924.339,258.043,0.0,,
195,26,964.782,13.534399999999998,957.838,8.905099999999997,8.345630862313588,0.5879992802505862,0.8320521377667366
195,29,793.498,199.863,793.498,199.863,0.0,,
195,42,772.805,271.818,771.657,271.818,1.1479999999999109,0.0,1.0
195,48,295.244,7.782499999999999,295.244,7.782499999999999,0.0,,
196,4,193.074,361.361,187.334,363.657,6.182169198590417,-0.3805063771123632,0.92847669088526
196,21,750.993,96.17699999999999,752.141,98.47300000000001,2.5670060381697373,1.107148717794125,0.44721359549992706
196,22,869.235,423.352,869.235,423.352,0.0,,
196,23,651.147,100.334,651.147,100.334,0.0,,
196,24,994.8699999999999,102.648,994.8699999999999,102.648,0.0,,
196,25,924.339,258.043,924.339,258.043,0.0,,
196,26,957.838,8.905099999999997,957.838,8.905099999999997,0.0,,
196,29,793.498,199.863,793.498,199.863,0.0,,
196,42,771.657,271.818,771.657,271.818,0.0,,
196,48,295.244,7.782499999999999,292.948,4.3386,4.139089659574943,0.9827803217450115,0.5547113468993645
197,4,187.334,363.657,189.63,362.509,2.5670060381697373,-0.4636476090007962,0.8944271909999203
197,21,752.141,98.47300000000001,750.993,95.029,3.6302947538732875,1.249045772398279,0.31622776601681457
197,22,869.235,423.352,869.235,423.352,0.0,,
197,23,651.147,100.334,652.305,104.963,4.771645942439536,1.3256651781553577,0.2426835548925632
197,24,994.8699999999999,102.648,994.8699999999999,102.648,0.0,,
197,25,924.339,258.043,924.339,258.043,0.0,,
197,26,957.838,8.905099999999997,957.838,8.905099999999997,0.0,,
197,29,793.498,199.863,793.498,199.863,0.0,,
197,42,771.657,271.818,771.657,271.818,0.0,,
197,48,292.948,4.3386,295.244,-1.401299999999999,6.182076351032896,-1.1902839421430622,0.3713962542077689
198,4,189.63,362.509,182.742,369.397,9.741103017625866,-0.7853981633974463,0.7071067811865489
198,21,750.993,95.029,750.993,95.029,0.0,,
198,22,869.235,423.352,868.087,423.352,1.1480000000000246,0.0,1.0
198,23,652.305,104.963,655.777,104.963,3.4720000000000937,0.0,1.0
198,24,994.8699999999999,102.648,998.3399999999999,102.648,3.4700000000000273,0.0,1.0
198,25,924.339,258.043,924.339,258.043,0.0,,
198,26,957.838,8.905099999999997,957.838,8.905099999999997,0.0,,
198,29,793.498,199.863,787.712,196.392,6.747268854877557,0.5403432478242953,0.857532154779544
198,42,771.657,271.818,771.657,271.818,0.0,,
198,48,295.244,-1.401299999999999,297.54,-4.845300000000002,4.139172864232657,-0.9827937232473309,0.5547001962252276
199,4,182.742,369.397,182.742,371.693,2.2959999999999923,1.5707963267948966,6.123233995736766e-17
199,21,750.993,95.029,749.845,93.881,1.6235171696043278,0.785398163397436,0.7071067811865562
199,22,868.087,423.352,869.235,423.352,1.1480000000000246,0.0,1.0
199,23,655.777,104.963,655.777,104.963,0.0,,
199,24,998.3399999999999,102.648,999.5,102.648,1.1600000000000819,0.0,1.0
199,25,924.339,258.043,924.339,258.043,0.0,,
199,26,957.838,8.905099999999997,957.838,8.905099999999997,0.0,,
199,29,787.712,196.392,787.712,196.392,0.0,,
199,42,771.657,271.818,771.657,271.818,0.0,,
199,48,297.54,-4.845300000000002,299.836,-8.289200000000001,4.139089659574911,-0.982780321745023,0.554711346899355
200,4,182.742,371.693,187.334,370.545,4.73332525820908,-0.24497866312685687,0.9701425001453337
200,21,749.845,93.881,753.289,95.029,3.6302947538732604,0.3217505543966447,0.948683298050513
200,22,869.235,423.352,869.235,423.352,0.0,,
200,23,655.777,104.963,653.462,104.963,2.3150000000000546,0.0,1.0
200,24,999.5,102.648,999.5,102.648,0.0,,
200,25,924.339,258.043,924.339,258.043,0.0,,
200,26,957.838,8.905099999999997,952.052,8.905099999999997,5.7859999999999445,0.0,1.0
200,29,787.712,196.392,787.712,199.863,3.4710000000000036,1.5707963267948966,6.123233995736766e-17
200,42,771.657,271.818,771.657,271.818,0.0,,
200,48,299.836,-8.289200000000001,299.836,-4.845300000000002,3.4438999999999993,1.5707963267948966,6.123233995736766e-17
201,4,187.334,370.545,189.63,372.841,3.247034339208615,0.7853981633974483,0.7071067811865476
201,21,753.289,95.029,753.289,92.733,2.2959999999999923,-1.5707963267948966,6.123233995736766e-17
201,22,869.235,423.352,869.235,423.352,0.0,,
201,23,653.462,104.963,649.99,99.17599999999999,6.748640826121949,1.0304022388391179,0.5144739643812303
201,24,999.5,102.648,999.5,102.648,0.0,,
201,25,924.339,258.043,924.339,258.043,0.0,,
201,26,952.052,8.905099999999997,952.052,8.905099999999997,0.0,,
201,29,787.712,199.863,791.184,199.863,3.47199999999998,0.0,1.0
201,42,771.657,271.818,771.657,271.818,0.0,,
201,48,299.836,-4.845300000000002,296.392,-5.993300000000001,3.630294753873315,0.32175055439664063,0.9486832980505143
202,4,189.63,372.841,189.63,375.137,2.2959999999999923,1.5707963267948966,6.123233995736766e-17
202,21,753.289,92.733,750.993,91.585,2.5670060381697053,0.46364760900082097,0.8944271909999092
202,22,869.235,423.352,869.235,423.352,0.0,,
202,23,649.99,99.17599999999999,651.147,102.648,3.659703949775193,1.2491321804166942,0.3161457909924956
202,24,999.5,102.648,999.5,102.648,0.0,,
202,25,924.339,258.043,924.339,258.043,0.0,,
202,26,952.052,8.905099999999997,952.052,8.905099999999997,0.0,,
202,29,791.184,199.863,791.184,199.863,0.0,,
202,42,771.657,271.818,771.657,271.818,0.0,,
202,48,296.392,-5.993300000000001,298.688,-9.4372,4.139089659574911,-0.982780321745023,0.554711346899355
203,4,189.63,375.137,195.37,372.841,6.182169198590417,-0.3805063771123632,0.92847669088526
203,21,750.993,91.585,750.993,90.437,1.1479999999999961,-1.5707963267948966,6.123233995736766e-17
203,22,869.235,423.352,869.235,423.352,0.0,,
203,23,651.147,102.648,648.833,102.648,2.314000000000078,0.0,1.0
203,24,999.5,102.648,999.5,102.648,0.0,,
203,25,924.339,258.043,924.339,258.043,0.0,,
203,26,952.052,8.905099999999997,952.052,8.905099999999997,0.0,,
203,29,791.184,199.863,790.026,205.65,5.90172288403989,-1.3733010759873137,0.19621388919015678
203,42,771.657,271.818,771.657,272.966,1.1480000000000246,1.5707963267948966,6.123233995736766e-17
203,48,298.688,-9.4372,295.244,-14.0291,5.739920000313568,0.9272847648942577,0.6000083624531032
204,4,195.37,372.841,194.222,375.137,2.56700603816975,-1.1071487177940904,0.44721359549995804
204,21,750.993,90.437,748.697,86.993,4.139172864232689,0.9827937232473196,0.554700196225237
204,22,869.235,423.352,869.235,423.352,0.0,,
204,23,648.833,102.648,648.833,102.648,0.0,,
204,24,999.5,102.648,999.5,102.648,0.0,,
204,25,924.339,258.043,924.339,258.043,0.0,,
204,26,952.052,8.905099999999997,952.052,8.905099999999997,0.0,,
204,29,790.026,205.65,786.554,212.594,7.763628017879251,-1.1071487177940922,0.44721359549995643
204,42,771.657,272.966,771.657,272.966,0.0,,
204,48,295.244,-14.0291,292.948,-10.5852,4.139089659574943,-0.9827803217450115,0.5547113468993645
205,4,194.222,375.137,204.554,378.581,10.890884261619899,0.32175055439664385,0.9486832980505133
205,21,748.697,86.993,748.697,86.993,0.0,,
205,22,869.235,423.352,869.235,423.352,0.0,,
205,23,648.833,102.648,649.99,100.334,2.5871306499672677,-1.1071487177940758,0.44721359549997114
205,24,999.5,102.648,999.5,102.648,0.0,,
205,25,924.339,258.043,924.339,258.043,0.0,,
205,26,952.052,8.905099999999997,953.209,8.905099999999997,1.1569999999999254,0.0,1.0
205,29,786.554,212.594,785.397,212.594,1.1569999999999254,0.0,1.0
205,42,771.657,272.966,771.657,272.966,0.0,,
205,48,292.948,-10.5852,295.244,-10.5852,2.296000000000049,0.0,1.0
206,4,204.554,378.581,209.146,379.729,4.733325258209051,0.24497866312685834,0.9701425001453333
206,21,748.697,86.993,748.697,88.141,1.1480000000000103,1.5707963267948966,6.123233995736766e-17
206,22,869.235,423.352,869.235,423.352,0.0,,
206,23,649.99,100.334,648.833,104.963,4.771403357503954,-1.3258684947562738,0.24248631132399096
206,24,999.5,102.648,999.5,102.648,0.0,,
206,25,924.339,258.043,924.339,258.043,0.0,,
206,26,953.209,8.905099999999997,952.052,8.905099999999997,1.1569999999999254,0.0,1.0
206,29,785.397,212.594,787.712,212.594,2.314999999999941,0.0,1.0
206,42,771.657,272.966,771.657,272.966,0.0,,
206,48,295.244,-10.5852,288.357,-10.5852,6.8870000000000005,0.0,1.0
207,4,209.146,379.729,211.442,377.433,3.2470343392086356,-0.7853981633974422,0.7071067811865519
207,21,748.697,88.141,752.141,86.993,3.630294753873265,-0.32175055439664835,0.9486832980505119
207,22,869.235,423.352,869.235,423.352,0.0,,
207,23,648.833,104.963,647.675,102.648,2.5884723293865872,1.10697594654494,0.4473681201276108
207,24,999.5,102.648,1002.97,106.12,4.908735478715496,0.7856862648011714,0.7069030333873373
207,25,924.339,258.043,924.339,258.043,0.0,,
207,26,952.052,8.905099999999997,955.524,8.905099999999997,3.47199999999998,0.0,1.0
207,29,787.712,212.594,787.712,211.437,1.1569999999999823,-1.5707963267948966,6.123233995736766e-17
207,42,771.657,272.966,771.657,272.966,0.0,,
207,48,288.357,-10.5852,292.948,-10.5852,4.590999999999951,0.0,1.0
208,4,211.442,377.433,209.146,380.877,4.139172864232685,-0.9827937232473272,0.5547001962252307
208,21,752.141,86.993,749.845,88.141,2.5670060381697053,-0.46364760900082097,0.8944271909999092
208,22,869.235,423.352,869.235,423.352,0.0,,
208,23,647.675,102.648,648.833,101.49100000000001,1.6369523511696955,-0.7849661979815368,0.7074121608808946
208,24,1002.97,106.12,1004.1300000000001,108.435,2.589367683431648,1.1062851601503463,0.44798581809082905
208,25,924.339,258.043,924.339,258.043,0.0,,
208,26,955.524,8.905099999999997,953.209,6.5904000000000025,3.2736922717323673,0.7853333643824711,0.7071525995248803
208,29,787.712,211.437,785.397,211.437,2.314999999999941,0.0,1.0
208,42,771.657,272.966,771.657,272.966,0.0,,
208,48,292.948,-10.5852,290.652,-14.0291,4.139089659574911,0.982780321745023,0.554711346899355
209,4,209.146,380.877,211.442,379.729,2.567006038169788,-0.4636476090008111,0.8944271909999136
209,21,749.845,88.141,748.697,88.141,1.1480000000000246,0.0,1.0
209,22,869.235,423.352,869.235,423.352,0.0,,
209,23,648.833,101.49100000000001,652.305,102.648,3.6597039497751482,0.32166414637819024,0.9487106191235221
209,24,1004.1300000000001,108.435,1004.1300000000001,108.435,0.0,,
209,25,924.339,258.043,924.339,258.043,0.0,,
209,26,953.209,6.5904000000000025,953.209,6.5904000000000025,0.0,,
209,29,785.397,211.437,774.981,217.223,11.915152202133262,-0.5070495942728701,0.8741810279297311
209,42,771.657,272.966,767.065,278.706,7.350786624572908,-0.8960553845713464,0.6246950475544224
209,48,290.652,-14.0291,290.652,-10.5852,3.4438999999999993,1.5707963267948966,6.123233995736766e-17
210,4,211.442,379.729,214.886,376.285,4.870551508812903,-0.7853981633974442,0.7071067811865505
210,21,748.697,88.141,749.845,84.697,3.6302947538733097,-1.2490457723982482,0.3162277660168438
210,22,869.235,423.352,869.235,423.352,0.0,,
210,23,652.305,102.648,648.833,101.49100000000001,3.6597039497751482,0.32166414637819024,0.9487106191235221
210,24,1004.1300000000001,108.435,1006.45,106.12,3.277441837775263,-0.7843194151643431,0.707869159800181
210,25,924.339,258.043,924.339,258.043,0.0,,
210,26,953.209,6.5904000000000025,952.052,6.5904000000000025,1.1569999999999254,0.0,1.0
210,29,774.981,217.223,776.138,220.695,3.659703949775166,1.2491321804166917,0.31614579099249795
210,42,767.065,278.706,767.065,278.706,0.0,,
210,48,290.652,-10.5852,290.652,-12.8812,2.2959999999999994,-1.5707963267948966,6.123233995736766e-17
211,4,214.886,376.285,212.59,376.285,2.2959999999999923,0.0,1.0
211,21,749.845,84.697,753.289,83.549,3.6302947538732604,-0.3217505543966447,0.948683298050513
211,22,869.235,423.352,869.235,423.352,0.0,,
211,23,648.833,101.49100000000001,648.833,100.334,1.1570000000000107,-1.5707963267948966,6.123233995736766e-17
211,24,1006.45,106.12,1006.45,106.12,0.0,,
211,25,924.339,258.043,924.339,258.043,0.0,,
211,26,952.052,6.5904000000000025,947.422,6.5904000000000025,4.6299999999999955,0.0,1.0
211,29,776.138,220.695,771.509,220.695,4.629000000000019,0.0,1.0
211,42,767.065,278.706,764.769,278.706,2.296000000000049,0.0,1.0
211,48,290.652,-12.8812,291.8,-9.4372,3.6302947538733066,1.249045772398248,0.31622776601684405
212,4,212.59,376.285,209.146,383.173,7.701018114509263,-1.1071487177940873,0.4472135954999608
212,21,753.289,83.549,747.549,82.401,5.853674401604528,0.1973955598498822,0.9805806756909199
212,22,869.235,423.352,869.235,423.352,0.0,,
212,23,648.833,100.334,647.675,100.334,1.1580000000000155,0.0,1.0
212,24,1006.45,106.12,1006.45,106.12,0.0,,
212,25,924.339,258.043,924.339,258.043,0.0,,
212,26,947.422,6.5904000000000025,946.265,5.433100000000003,1.6364572374492676,0.7855277922261568,0.7070151138220058
212,29,771.509,220.695,771.509,217.223,3.47199999999998,-1.5707963267948966,6.123233995736766e-17
212,42,764.769,278.706,764.769,278.706,0.0,,
212,48,291.8,-9.4372,286.061,-5.993300000000001,6.69302384651365,-0.5404835589790191,0.8574599660196099
213,4,209.146,383.173,204.554,380.877,5.1340120763395,0.4636476090008061,0.8944271909999159
213,21,747.549,82.401,745.253,82.401,2.2959999999999354,0.0,1.0
213,22,869.235,423.352,869.235,423.352,0.0,,
213,23,647.675,100.334,649.99,99.17599999999999,2.5884723293866383,-0.46382038024994676,0.89434991199949
213,24,1006.45,106.12,1006.45,106.12,0.0,,
213,25,924.339,258.043,924.339,258.043,0.0,,
213,26,946.265,5.433100000000003,946.265,5.433100000000003,0.0,,
213,29,771.509,217.223,778.453,217.223,6.94399999999996,0.0,1.0
213,42,764.769,278.706,764.769,278.706,0.0,,
213,48,286.061,-5.993300000000001,292.948,-5.993300000000001,6.8870000000000005,0.0,1.0
214,4,204.554,380.877,216.034,387.765,13.38786555056479,0.540419500270583,0.8574929257125448
214,21,745.253,82.401,749.845,80.105,5.1340120763395,-0.4636476090008061,0.8944271909999159
214,22,869.235,423.352,869.235,423.352,0.0,,
214,23,649.99,99.17599999999999,649.99,101.49100000000001,2.315000000000026,1.5707963267948966,6.123233995736766e-17
214,24,1006.45,106.12,1006.45,106.12,0.0,,
214,25,924.339,258.043,924.339,258.043,0.0,,
214,26,946.265,5.433100000000003,946.265,5.433100000000003,0.0,,
214,29,778.453,217.223,772.666,224.16699999999997,9.0392756900096,-0.8760297215850461,0.6402061623583222
214,42,764.769,278.706,765.917,274.114,4.7333252582091205,-1.3258176636680297,0.2425356250363357
214,48,292.948,-5.993300000000001,294.096,-8.289200000000001,2.5669165958402416,-1.1071312955842505,0.44722917833029324
215,4,216.034,387.765,194.222,379.729,23.245228327551427,0.3529903878269108,0.93834311681711
215,21,749.845,80.105,752.141,82.401,3.247034339208575,0.7853981633974606,0.7071067811865388
215,22,869.235,423.352,869.235,423.352,0.0,,
215,23,649.99,101.49100000000001,651.147,102.648,1.636245091665686,0.7853981633974237,0.7071067811865649
215,24,1006.45,106.12,1006.45,106.12,0.0,,
215,25,924.339,258.043,924.339,258.043,0.0,,
215,26,946.265,5.433100000000003,946.265,5.433100000000003,0.0,,
215,29,772.666,224.16699999999997,774.981,221.853,3.2731973664903804,-0.7851821340208184,0.7072595205226359
215,42,765.917,274.114,763.621,272.966,2.567006038169788,0.46364760900078633,0.8944271909999247
215,48,294.096,-8.289200000000001,294.096,-2.549299999999999,5.739900000000002,1.5707963267948966,6.123233995736766e-17
216,4,194.222,379.729,203.406,385.469,10.830210339600985,0.5585993153435632,0.8479983040050876
216,21,752.141,82.401,749.845,78.957,4.139172864232626,0.9827937232473424,0.554700196225218
216,22,869.235,423.352,869.235,423.352,0.0,,
216,23,651.147,102.648,653.462,101.49100000000001,2.5880251157976972,-0.46347480789660306,0.8945044566487512
216,24,1006.45,106.12,1006.45,106.12,0.0,,
216,25,924.339,258.043,924.339,258.043,0.0,,
216,26,946.265,5.433100000000003,946.265,5.433100000000003,0.0,,
216,29,774.981,221.853,774.981,221.853,0.0,,
216,42,763.621,272.966,762.473,272.966,1.1480000000000246,0.0,1.0
216,48,294.096,-2.549299999999999,296.392,-0.2533999999999992,3.2469636293004522,0.7853763859197208,0.7071221800210489
217,4,203.406,385.469,209.146,380.877,7.350786624572886,-0.6747409422235527,0.7808688094430303
217,21,749.845,78.957,746.401,75.513,4.870551508812984,0.785398163397436,0.7071067811865562
217,22,869.235,423.352,869.235,423.352,0.0,,
217,23,653.462,101.49100000000001,653.462,104.963,3.47199999999998,1.5707963267948966,6.123233995736766e-17
217,24,1006.45,106.12,1006.45,106.12,0.0,,
217,25,924.339,258.043,924.339,258.043,0.0,,
217,26,946.265,5.433100000000003,941.636,4.275799999999997,4.771476112273873,0.24498882918949724,0.9701400344628455
217,29,774.981,221.853,776.138,221.853,1.157000000000039,0.0,1.0
217,42,762.473,272.966,762.473,272.966,0.0,,
217,48,296.392,-0.2533999999999992,296.392,3.1906000000000034,3.4440000000000026,1.5707963267948966,6.123233995736766e-17
218,4,209.146,380.877,207.998,380.877,1.1479999999999961,0.0,1.0
218,21,746.401,75.513,742.957,75.513,3.44399999999996,0.0,1.0
218,22,869.235,423.352,869.235,423.352,0.0,,
218,23,653.462,104.963,649.99,102.648,4.17300958541912,0.5880690663947402,0.8320134255457904
218,24,1006.45,106.12,1006.45,106.12,0.0,,
218,25,924.339,258.043,924.339,258.043,0.0,,
218,26,941.636,4.275799999999997,941.636,4.275799999999997,0.0,,
218,29,776.138,221.853,771.509,220.695,4.771645942439591,0.24513114863956062,0.9701055056975494
218,42,762.473,272.966,762.473,272.966,0.0,,
218,48,296.392,3.1906000000000034,297.54,3.1906000000000034,1.1480000000000246,0.0,1.0
219,4,207.998,380.877,213.738,376.285,7.350786624572908,-0.6747409422235503,0.7808688094430318
219,21,742.957,75.513,745.253,69.774,6.181240733056777,-1.1902298661665096,0.3714464618278376
219,22,869.235,423.352,869.235,423.352,0.0,,
219,23,649.99,102.648,649.99,102.648,0.0,,
219,24,1006.45,106.12,1006.45,106.12,0.0,,
219,25,924.339,258.043,924.339,258.043,0.0,,
219,26,941.636,4.275799999999997,942.793,4.275799999999997,1.157000000000039,0.0,1.0
219,29,771.509,220.695,772.666,220.695,1.157000000000039,0.0,1.0
219,42,762.473,272.966,757.881,268.374,6.49406867841723,0.7853981633974483,0.7071067811865476
219,48,297.54,3.1906000000000034,300.984,2.0426,3.6302947538732626,-0.3217505543966465,0.9486832980505124
220,4,213.738,376.285,218.33,380.877,6.494068678417251,0.7853981633974452,0.7071067811865498
220,21,745.253,69.774,746.401,72.07,2.567006038169712,1.1071487177941202,0.4472135954999314
220,22,869.235,423.352,869.235,423.352,0.0,,
220,23,649.99,102.648,649.99,102.648,0.0,,
220,24,1006.45,106.12,1006.45,106.12,0.0,,
220,25,924.339,258.043,924.339,258.043,0.0,,
220,26,942.793,4.275799999999997,941.636,5.433100000000003,1.6364572374492727,-0.7855277922261599,0.7070151138220035
220,29,772.666,220.695,772.666,221.853,1.1580000000000155,1.5707963267948966,6.123233995736766e-17
220,42,757.881,268.374,762.473,268.374,4.5919999999999845,0.0,1.0
220,48,300.984,2.0426,291.8,2.0426,9.183999999999969,0.0,1.0
221,4,218.33,380.877,219.478,379.729,1.6235171696043278,-0.7853981633974606,0.7071067811865388
221,21,746.401,72.07,739.513,69.774,7.260589507746521,0.3217505543966447,0.948683298050513
221,22,869.235,423.352,869.235,423.352,0.0,,
221,23,649.99,102.648,652.305,99.17599999999999,4.173009585419111,-0.9827272604001714,0.5547554954315871
221,24,1006.45,106.12,1006.45,106.12,0.0,,
221,25,924.339,258.043,924.339,258.043,0.0,,
221,26,941.636,5.433100000000003,939.321,1.9611000000000018,4.173009585419106,0.9827272604001704,0.5547554954315879
221,29,772.666,221.853,772.666,221.853,0.0,,
221,42,762.473,268.374,762.473,268.374,0.0,,
221,48,291.8,2.0426,288.357,3.1906000000000034,3.629346084351821,-0.3218376851797297,0.9486557412765673
222,4,219.478,379.729,221.774,378.581,2.5670060381697373,-0.4636476090007962,0.8944271909999203
222,21,739.513,69.774,746.401,74.365,8.2777910700862,0.5879020875658697,0.8321060463692269
222,22,869.235,423.352,869.235,417.612,5.739999999999952,-1.5707963267948966,6.123233995736766e-17
222,23,652.305,99.17599999999999,654.619,100.334,2.587578018147549,0.4639932709296512,0.8942725528549181
222,24,1006.45,106.12,1006.45,106.12,0.0,,
222,25,924.339,258.043,924.339,258.043,0.0,,
222,26,939.321,1.9611000000000018,937.006,6.5904000000000025,5.175871278345343,-1.1070882353167926,0.4472676918542165
222,29,772.666,221.853,768.037,221.853,4.629000000000019,0.0,1.0
222,42,762.473,268.374,761.325,268.374,1.1479999999999109,0.0,1.0
222,48,288.357,3.1906000000000034,290.652,10.078499999999998,7.260178469569445,1.249172086169709,0.3161079317291301
223,4,221.774,378.581,225.21699999999998,375.137,4.869844453368096,-0.7855433644999611,0.7070041010485922
223,21,746.401,74.365,742.957,74.365,3.44399999999996,0.0,1.0
223,22,869.235,417.612,869.235,417.612,0.0,,
223,23,654.619,100.334,656.934,101.49100000000001,2.58802511579771,0.4634748078966129,0.8945044566487469
223,24,1006.45,106.12,1006.45,106.12,0.0,,
223,25,924.339,258.043,924.339,258.043,0.0,,
223,26,937.006,6.5904000000000025,940.478,6.5904000000000025,3.47199999999998,0.0,1.0
223,29,768.037,221.853,768.037,219.538,2.3149999999999977,-1.5707963267948966,6.123233995736766e-17
223,42,761.325,268.374,759.029,268.374,2.296000000000049,0.0,1.0
223,48,290.652,10.078499999999998,290.652,10.078499999999998,0.0,,
224,4,225.21699999999998,375.137,224.07,378.581,3.6299786500749693,-1.249307119199521,0.3159798198747816
224,21,742.957,74.365,744.105,72.07,2.5661116499482373,-1.1069744410443654,0.44736946657141025
224,22,869.235,417.612,871.531,427.944,10.584037036972214,1.3521273809209604,0.21693045781865056
224,23,656.934,101.49100000000001,656.934,101.49100000000001,0.0,,
224,24,1006.45,106.12,1006.45,106.12,0.0,,
224,25,924.339,258.043,924.339,258.043,0.0,,
224,26,940.478,6.5904000000000025,939.321,5.433100000000003,1.6364572374491873,0.7855277922262058,0.707015113821971
224,29,768.037,219.538,769.194,220.695,1.6362450916656057,0.7853981633974728,0.7071067811865301
224,42,759.029,268.374,762.473,270.67,4.139172864232623,0.5880026035475714,0.8320502943378415
224,48,290.652,10.078499999999998,291.8,7.782499999999999,2.567006038169769,-1.1071487177940817,0.44721359549996575
225,4,224.07,378.581,237.84500000000003,379.729,13.822754030944806,0.08314723977078026,0.996545259299423
225,21,744.105,72.07,747.549,69.774,4.139172864232623,-0.5880026035475714,0.8320502943378415
225,22,871.531,427.944,871.531,423.352,4.592000000000041,-1.5707963267948966,6.123233995736766e-17
225,23,656.934,101.49100000000001,655.777,101.49100000000001,1.1569999999999254,0.0,1.0
225,24,1006.45,106.12,1012.23,110.75,7.405761270794492,0.6753735865929684,0.7804734433979255
225,25,924.339,258.043,924.339,258.043,0.0,,
225,26,939.321,5.433100000000003,939.321,4.275799999999997,1.1573000000000064,-1.5707963267948966,6.123233995736766e-17
225,29,769.194,220.695,766.88,224.16699999999997,4.172454912877993,-0.9829266666126762,0.5545895757574191
225,42,762.473,270.67,762.473,270.67,0.0,,
225,48,291.8,7.782499999999999,291.8,7.782499999999999,0.0,,
226,4,237.84500000000003,379.729,247.029,383.173,9.808516299624502,0.35877067027057497,0.9363291775690435
226,21,747.549,69.774,746.401,67.4776,2.567363815278248,1.1072183944940817,0.44715127367938134
226,22,871.531,423.352,871.531,423.352,0.0,,
226,23,655.777,101.49100000000001,655.777,101.49100000000001,0.0,,
226,24,1012.23,110.75,1009.9200000000001,111.90700000000001,2.583553560505331,-0.46434000979029044,0.8941173255754451
