,frameno,ant_id,x,y,next_x,next_y,speed,angle,cos(angle)
0,1,41,514.661,712.495,509.82500000000005,702.822,10.814519175626767,1.1071900708666087,0.44717660780509205
1,1,42,618.641,579.497,596.878,594.006,26.156055704176747,-0.5880132072143173,0.8320444124350401
2,1,43,807.256,156.324,804.838,165.996,9.969669402743502,-1.3258176636680319,0.24253562503633352
3,1,44,920.908,187.759,920.908,185.341,2.417999999999978,-1.5707963267948966,6.123233995736766e-17
4,1,45,896.727,502.11699999999996,899.145,502.11699999999996,2.4180000000000064,0.0,1.0
5,1,46,877.382,847.911,887.054,847.911,9.672000000000025,0.0,1.0
6,1,47,1046.65,139.397,1058.74,151.487,17.097841969090666,0.7853981633974518,0.707106781186545
7,1,48,1056.32,231.286,1053.91,231.286,2.4099999999998545,0.0,1.0
8,1,49,1191.74,313.503,1211.08,325.593,22.807974482623344,0.5586922651039522,0.8479490370674712
9,1,50,1189.32,509.37199999999996,1189.32,502.11699999999996,7.2549999999999955,-1.5707963267948966,6.123233995736766e-17
10,2,41,509.82500000000005,702.822,502.571,702.822,7.254000000000019,0.0,1.0
11,2,42,596.878,594.006,584.787,618.188,27.036297915949977,-1.1071487177940904,0.44721359549995804
12,2,43,804.838,165.996,812.092,163.578,7.646387382287162,-0.3217505543966422,0.9486832980505138
13,2,44,920.908,185.341,928.162,187.759,7.646387382287153,0.3217505543966387,0.9486832980505149
14,2,45,899.145,502.11699999999996,896.727,519.044,17.09883191916924,-1.4289075430104532,0.14141316853867805
15,2,46,887.054,847.911,918.49,847.911,31.436000000000035,0.0,1.0
16,2,47,1058.74,151.487,1061.16,161.16,9.971124761028737,1.3256473970808402,0.24270080437248467
17,2,48,1053.91,231.286,1061.16,231.286,7.25,0.0,1.0
18,2,49,1211.08,325.593,1213.5,337.684,12.330802123138646,1.3732576257929063,0.19625649457620953
19,2,50,1189.32,502.11699999999996,1203.83,492.44500000000005,17.438110104022112,-0.5879389842455532,0.8320855822933043
20,3,41,502.571,702.822,497.73400000000004,697.986,6.8398439309680175,0.7852947828540374,0.7071798784910911
21,3,42,584.787,618.188,582.369,632.696,14.708119798261134,-1.4056476493802699,0.1643989873053572
22,3,43,812.092,163.578,814.51,163.578,2.4180000000000064,0.0,1.0
23,3,44,928.162,187.759,930.581,185.341,3.420275573692829,-0.7851914236856936,0.707252953126294
